PuzzleId,FEN,Moves,Rating,Themes
1UyaP,3r1rk1/ppp3pp/8/1P1q4/1Nn2P2/P3B2P/3R3K/bN1Q4 b - - 3 24,d5f5 d2d8 c4e3 d1b3 f5f7 d8f8 g8f8 b3e3,2156,advantage fork middlegame pin veryLong
1UzAW,8/5k2/3p1p1P/3P1P2/PbPK4/6p1/1B6/8 w - - 0 56,h6h7 g3g2 h7h8q g2g1q,2140,advancedPawn bishopEndgame crushing endgame promotion short
1V5mF,1r2kb1r/pp3pp1/1qp1p3/3p1bBp/Q1nPn3/1PN2NP1/P3PPBP/R4RK1 w k - 1 13,c3e4 c4b2 e4c5 b2a4,2062,advantage middlegame short trappedPiece
1V6EC,r5k1/pp3ppp/8/2pNrnq1/2P5/3Q3P/PP4P1/R4RK1 b - - 1 18,a8d8 f1f5 e5f5 d3f5 g5f5 d5e7 g8f8 e7f5,1788,advantage attraction fork middlegame sacrifice veryLong
1VC4n,rk1q3r/ppN2R2/3p3p/6p1/2P3B1/1nb4P/P5P1/1R4K1 b - - 1 27,b3c5 c7a6 c5a6 b1b7,1596,deflection mate mateIn2 middlegame pin queensideAttack sacrifice short
1VIYd,1k5r/1p3p2/pKp1p1p1/1P1pPr2/8/8/4R3/R7 b - - 0 54,a6b5 e2a2 b8c8 a2a7 f5f4 a7a8 c8d7 a8h8,2502,crushing endgame quietMove rookEndgame skewer veryLong
1VIlh,5k2/7R/2p2p2/3p1P2/3r2P1/r7/4B3/2K1R3 w - - 1 46,h7h2 a3a1 c1c2 a1e1,1456,advantage endgame short skewer
1VMyk,8/N1R3pp/nP2kp2/P3p3/8/1r6/4K2P/8 b - - 6 43,a6c7 b6c7 b3c3 c7c8q c3c8 a7c8,1410,advancedPawn crushing endgame long promotion
1VZFu,8/2pk1p2/5p2/2p2P2/4P1P1/3K4/5r2/6R1 b - - 0 35,f2f4 d3e3 f4e4 e3e4,1629,crushing endgame rookEndgame short trappedPiece
1WHKz,8/4k2p/8/2p3P1/2P1K3/8/5n1p/1Q6 w - - 4 60,e4f4 h2h1q b1h1 f2h1,1398,advancedPawn crushing endgame promotion short
1WWet,6r1/p1p2nB1/4kp2/4b2P/2P5/1P2P3/P7/2K3R1 b - - 0 31,f6f5 g1g6 e6e7 g7f6 e5f6 g6g8,2097,advantage collinearMove discoveredAttack endgame long
1WWv4,6k1/2p1q1pp/8/1bPpPp2/3P2QP/r5P1/4N3/5RK1 w - - 0 31,f1f5 b5e2 g4e2 a3g3 g1f1 e7h4 e2h5 h4h5,2249,capturingDefender crushing endgame exposedKing veryLong
1WY52,1q5k/4r1pp/5p2/3Q4/2p1Pp1P/1bP3P1/p5K1/R7 b - - 1 41,b8b7 d5d8 e7e8 d8e8,1080,backRankMate endgame mate mateIn2 short
1WafD,r1b2rk1/ppp2pp1/1b1p1q1p/1P5n/2N1P3/2PP1Q2/P4PPP/RNB1K2R w KQ - 4 13,f3h5 f6f2 e1d1 f2g2,1253,advantage attackingF2F7 middlegame short
1Wc7F,8/6pk/2r1p2p/3pPn2/PR1P1q2/5P2/5BP1/4Q1K1 w - - 0 53,a4a5 c6c1 b4b1 c1e1,1142,crushing endgame master pin short
1Wfp1,3r3k/R5p1/1p5p/8/3pP3/7P/PP4PK/8 w - - 1 33,e4e5 d4d3 e5e6 d3d2 e6e7 d2d1q e7d8r d1d8,1708,advancedPawn advantage endgame promotion rookEndgame veryLong
1WhGk,8/7P/6Q1/3kp3/8/5PPK/1q6/q7 w - - 2 60,h7h8q a1h1 h3g4 h1h8,1248,crushing endgame queenEndgame short skewer
1WlOk,8/8/8/8/4kP2/8/1p2N3/rR2K3 w - - 0 50,e2c3 e4d3 e1f2 d3c3 b1b2 c3b2,1761,crushing defensiveMove endgame long pin
1Wrxv,r2qr1k1/pppb1pp1/5n2/4p1Q1/2BnN1P1/7P/PPP5/4RRK1 b - - 1 20,f6e4 c4f7 g8f8 f7e8,2023,advantage discoveredAttack discoveredCheck fork middlegame short
1X8Ki,r4k1r/pp3p1p/2pp1N2/q4nQ1/2P1p3/3P2P1/PP2B3/R4K1R w - - 0 22,g3g4 f5g3 f1g2 a5g5,1837,crushing discoveredAttack fork middlegame short
1XBCI,8/8/8/5p2/1RP5/1R3bkp/8/6K1 w - - 1 63,c4c5 h3h2 g1f1 h2h1q,700,advancedPawn deflection endgame mate mateIn2 promotion short
1XNaZ,2k5/p4pN1/1ppr1P1p/2n3r1/8/8/P5PP/1R3RK1 b - - 4 28,g5g6 g7f5 d6f6 f5e7 c8b8 e7g6,1974,advantage endgame exposedKing fork long
1XOow,4kb1r/1p1n1ppp/p4n2/1p1p1b2/3P1B2/1Q2PP2/PP2K1PP/2r2BNR w k - 0 15,g2g4 f5c2 b3c3 c2d1 e2d2 c1c3,2020,crushing discoveredAttack long middlegame
1XSkV,8/3k4/3p2p1/1K1p2P1/2P5/8/p7/R2q1B2 b - - 1 56,d7e7 a1d1 a2a1q d1a1,827,crushing endgame hangingPiece short
1XTWQ,8/pp6/2p1kpp1/2P4p/P2K1PP1/4P3/5P2/8 w - - 0 33,g4h5 g6h5 f4f5 e6f5,1207,crushing endgame pawnEndgame short
1XVVK,8/ppp1r1kp/3rP1p1/8/2Q5/1B2q3/PP4P1/5R1K b - - 11 32,e3e6 c4c3 e6e5 f1e1 e5c3 e1e7 g7f6 e7f7,2805,advantage endgame sacrifice skewer veryLong
1XWUB,8/6p1/8/4k3/2P1P3/PK4N1/1P5p/8 w - - 4 44,b3c3 g7g5 g3h1 g5g4 c4c5 e5f4 c5c6 g4g3 c6c7 g3g2 c7c8q g2h1q,2641,advancedPawn crushing endgame knightEndgame promotion quietMove veryLong
1XaG0,5r2/p1p1r1k1/1b1p1qp1/3Bp1np/2P2P2/1P1QN1PP/PB2R3/5RK1 w - - 1 25,f4g5 f6f1 g1h2 f8f2,1886,crushing kingsideAttack middlegame pin short
1XaIb,r4r1k/1p4R1/p2p1p1p/2pP4/1qPN4/3B1R1P/6P1/6K1 b - - 0 35,c5d4 g7h7 h8g8 f3g3,1063,endgame mate mateIn2 short
1Xi8k,4b1k1/p1q1r1pp/4R3/1p2Pp2/2p2P2/2P3R1/P5QP/4K3 w - - 10 32,e6d6 c7d6 g3g7 e7g7,1537,crushing endgame pin short
1XpHa,1r4k1/4R3/8/2R4P/6P1/1p3P2/1bp3K1/8 w - - 0 53,e7e2 c2c1q c5c1 b2c1,1031,advancedPawn crushing endgame promotion short
1XyLa,r1b1kb1r/p2ppppp/1qp5/4P3/4n3/8/PPPB1PPP/RN1QKB1R w KQkq - 1 9,b1c3 b6f2,730,attackingF2F7 master mate mateIn1 oneMove opening
1Y8hD,r1b4r/ppp2pk1/2n3p1/2b1p1B1/2B2Pn1/P1NP2N1/1PP3PP/R4R1K w - - 1 17,g3e4 h8h2,1208,kingsideAttack mate mateIn1 middlegame oneMove
1Y9fj,8/5p2/4p2K/4k1PP/7r/3p4/8/1R6 b - - 2 46,e5d4 b1b4 d4e5 b4h4 d3d2 h4h1,1110,crushing defensiveMove endgame long rookEndgame skewer
1YEVu,q1rr2k1/4bpp1/p1b1p2p/P1p1B2Q/2P2P2/3B4/1R4PP/3R3K b - - 2 31,e7d6 e5d6 d8d6 d3h7 g8h7 d1d6 c8b8 h5e2 b8b2 e2b2,2380,advantage discoveredAttack middlegame veryLong
1YH7K,1rb2rk1/2q2ppp/8/pp1Bb3/5Q2/P1PP4/1P1N2PP/R4RK1 w - - 1 19,f4h4 c7c5 d3d4 c5d5,1535,advantage fork middlegame short
1YdJm,4r1k1/pp1br2p/2p3pq/8/3PB2P/8/PP2RQP1/4R1K1 b - - 0 24,d7g4 e4d5 c6d5 e2e7,1408,crushing discoveredAttack kingsideAttack middlegame short
1Yp6d,2r2rk1/ppb2qp1/4p2Q/4n3/1P6/2PR1N1B/P4P2/4K1R1 w - - 0 31,f3e5 f7f2 e1d1 f2g1,951,attackingF2F7 crushing fork middlegame short
1YpxF,r4Q1k/pp5p/6pB/8/2P1p3/7P/Pq4PK/5R1R b - - 3 27,a8f8 f1f8,443,endgame master mate mateIn1 oneMove pillsburysMate
1Yr2s,6r1/3r4/p4R2/kp3n2/8/2P2P2/P4R1K/8 w - - 8 43,f6f5 d7h7 f5h5 h7h5,1111,endgame mate mateIn2 rookEndgame short
1YwiQ,rn2r2k/pppq2pp/3bBp2/8/3P4/2P2b2/P1P1QPPP/R1B1R1K1 w - - 0 15,e6d7 e8e2 e1e2 f3e2,1208,advantage middlegame short
1Yx5u,2k3r1/ppp2p2/7b/8/4B3/1P4q1/P3Q1P1/4R1K1 b - - 1 28,h6f4 e4f5 c8b8 e2e8 g8e8 e1e8,1120,backRankMate endgame long mate mateIn3 sacrifice
1Yzne,r3kb1r/1pp2ppp/p1qp4/8/3NnPb1/2N5/PPP2QPP/R1B1K2R w KQkq - 0 11,d4c6 e4f2 e1f2 b7c6,1321,advantage attackingF2F7 intermezzo master opening short
1Z8OK,k7/P1K5/1P6/5pp1/8/8/4p1P1/8 b - - 2 52,e2e1q b6b7 a8a7 b7b8q a7a6 b8b6,1184,advancedPawn endgame exposedKing long mate mateIn3 promotion queenEndgame
1ZKGK,r3k2r/pQp2ppp/2n5/4P3/5Pb1/8/PPP2RPP/RNBq3K w kq - 1 16,f2f1 d1f1,518,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
1ZR6L,2Q5/5pk1/p3pbpp/8/1r3P2/q2R4/6PP/1R5K w - - 2 39,d3a3 b4b1 c8c1 b1c1,589,backRankMate endgame hangingPiece mate mateIn2 short
1ZTt7,2rr2k1/p4pp1/1p2pb2/8/Q3b1PP/5N1R/PP3P2/1K6 w - - 2 23,a4e4 d8d1,732,endgame mate mateIn1 oneMove
1ZjsX,r2q2k1/1bp3pp/p2b4/1p3r2/2p3N1/1PP4Q/P4PPP/R1B1R1K1 b - - 0 19,c4b3 g4h6 g7h6 h3f5,1397,advantage discoveredAttack kingsideAttack middlegame short
1Zl66,rn1qkb1r/pp2pp1p/2p1b1p1/3NN3/2BP4/5Q2/PPP2PPP/R1B1K2R b KQkq - 0 9,e6d5 f3f7 d5f7 c4f7,1963,attackingF2F7 mate mateIn2 opening sacrifice short xRayAttack
1ZnFC,1r4k1/5pbp/2p2np1/2Pp4/nr1P1PPB/pP1BP2P/3N4/1R1K3R w - - 3 29,b3a4 b4b1 d3b1 b8b1 d2b1 a3a2 d1c1 a2a1q,2027,advancedPawn advantage exposedKing middlegame promotion sacrifice veryLong
1ZnS5,5rk1/r4ppp/pq3n2/3p2B1/8/1P3N2/P1P1QPPP/4R1K1 b - - 0 18,f8e8 e2e8 f6e8 e1e8,1243,backRankMate mate mateIn2 middlegame short
1Zo0k,r1b4r/p2nk1bp/2n3p1/1pq3N1/5P2/1P4K1/P5PP/1QB1R3 b - - 1 19,e7d8 g5e6 d8e7 e6c5,1780,advantage discoveredAttack discoveredCheck fork middlegame short
1a2I1,2kr1bnr/B1pq2pp/1p6/5p2/2Q5/2N5/PPn2PPP/5RK1 b - - 1 16,f8c5 c4a6,829,mate mateIn1 middlegame oneMove
1a7GK,r2q1rk1/pb1nbppp/1pN1p3/8/6Q1/1PBPP1P1/P4PBP/R3R1K1 b - - 0 16,b7c6 g4g7,1225,kingsideAttack mate mateIn1 middlegame oneMove
1a7Hm,4r1k1/ppp3pp/4p3/8/P7/3P3P/1qP1Q1P1/5R1K b - - 0 24,b2a2 e2f3 h7h6 f3f7 g8h7 f7e8,2069,crushing endgame fork long
1aFYs,r4rk1/pppbbppp/2n1p3/2P5/1q1P4/2N2N2/PP2BPPP/R2Q1RK1 b - - 0 12,b7b6 a2a3 b4b2 c3a4 b2a1 d1a1,2050,crushing long middlegame trappedPiece
1aRiZ,8/2P5/1p1n4/1Pk5/8/8/3K1N2/8 w - - 1 58,f2e4 d6e4 d2c1 e4d6,1474,crushing endgame hangingPiece knightEndgame short
1aWRm,4R3/p5pk/1p3p2/5bq1/1QP5/P4r2/1B3PP1/6K1 w - - 0 32,b4f8 f5h3 f8h8 h7g6 h8h3 f3h3,1621,crushing endgame long pin
1aXNk,r1b1k2r/ppp2ppp/2n2q2/2b1P3/3p4/1B5P/PPP3P1/RNBQ1RK1 b kq - 0 13,f6g6 b3f7 g6f7 f1f7,1023,attackingF2F7 crushing fork opening short
1ae6q,1k5r/1pp5/3b1pQ1/p7/q1pP3P/2P2N2/PP3P2/1K2R3 w - - 0 27,g6f6 h8f8 f6e6 f8f3 e6e8 a4e8,1700,advantage endgame long skewer
1ah7c,8/1b3ppk/2p4p/2Q5/2P3qn/P3B3/5PP1/5BK1 w - - 2 33,a3a4 h4f3 g1h1 g4h4,1178,endgame mate mateIn2 pin short
1aiXh,8/8/8/3k4/5R2/5p2/2p5/2r1BK2 w - - 0 75,f4f3 c1e1 f1e1 c2c1q,581,advancedPawn attraction crushing endgame promotion short
1apZZ,8/2p1k3/1pK1Pp1p/p1p2P2/6PP/1P6/P7/8 w - - 1 34,c6c7 b6b5 g4g5 f6g5,1968,advantage endgame pawnEndgame quietMove short
1au35,4r1k1/p1p2ppp/1p3b2/7b/4q3/1QP2N1P/PP3PPB/3R2K1 w - - 0 23,d1e1 e4e1 f3e1 e8e1,528,backRankMate mate mateIn2 middlegame short
1ayc6,r7/5pkp/r2p2p1/3R1n2/2P2P2/1P3B1P/1P4P1/1K1R4 w - - 1 31,g2g4 f5e3 b1c1 a6a1 c1d2 a1d1 f3d1 e3d5,2394,advantage endgame fork skewer veryLong
1b2MV,8/pB1k2p1/3p4/5bNp/7P/P3R1P1/8/K4r2 w - - 1 35,a1b2 f1b1 b2c3 b1b7,1185,advantage endgame master short skewer
1b5P2,8/4Q2p/6pk/5r2/1P3n1P/3q4/5PP1/4R1K1 b - - 0 40,f4h5 g2g4 h5g7 g4f5,1763,crushing endgame fork short
1b5ZK,r1bqkb1r/p1pp1p1p/2p3p1/4N3/4n3/5Q2/PPPP1PPP/RNB1K2R b KQkq - 1 7,f8g7 f3f7,940,attackingF2F7 mate mateIn1 oneMove opening
1bDuH,8/R5pp/1p2p1k1/1P3b2/3P4/2r1qP2/1Q3RPP/6K1 w - - 4 32,h2h3 c3c2 b2c2 f5c2,2087,crushing endgame pin short
1bNuC,1k1r4/5R2/p7/1p6/5P2/4n3/PPP4P/5RK1 w - - 3 29,f1f2 d8d1 f2f1 d1f1,877,endgame mate mateIn2 short
1bPmj,3R1r2/5P1k/5Qp1/p2p3p/1p1P2r1/3qP1p1/PP1B4/5RK1 b - - 5 36,d3d2 f6h8 h7h8 d8f8 h8g7 f8g8 g7h7 g8h8 h7h8 f7f8q h8h7 f1f7,1948,advancedPawn attraction endgame mate mateIn5 promotion sacrifice veryLong
1bUld,3r2k1/4Q1pp/b2q4/p7/1p1p4/5PN1/PP4PP/1K2R3 w - - 2 31,g3f5 a6d3 b1a1 d3f5 e7d6 d8d6,1119,crushing endgame fork long
1bb87,r3kb1r/pp3ppp/2pqp3/4n2b/B5n1/P1NP1N1P/1PP2P2/R1BQ1RK1 w kq - 0 12,h3g4 h5g4 f3e5 g4d1,1595,advantage opening short
1bc0W,1R6/8/3r4/8/4PK2/2k5/1p6/8 w - - 0 57,e4e5 d6d4 f4g5 d4b4 b8b4 c3b4 e5e6 b2b1q,1497,advancedPawn crushing endgame promotion rookEndgame veryLong
1bgSR,rn3rk1/pbp2ppp/1p6/3p4/2P5/P2B1QPq/2P2P1P/R1B2RK1 b - - 1 17,b8d7 d3f5 d5c4 f5h3 b7f3 h3d7,1505,advantage long middlegame trappedPiece
1bpam,5rk1/pb3p2/1p2p3/4Rq1p/3Q4/6P1/PPP2P1P/6K1 b - - 0 30,f5f3 e5g5 g8h7 d4g7,988,endgame mate mateIn2 short
1byTL,5r2/8/8/6k1/6R1/6K1/8/8 b - - 21 75,g5f5 g4f4 f5e5 f4f8,827,crushing endgame master rookEndgame short skewer
1c0AV,8/p7/1p2k2p/8/5p2/P1Pp1K1P/1P2p1P1/4R3 w - - 2 37,f3e4 d3d2 e1e2 d2d1q,1006,advancedPawn advantage endgame promotion rookEndgame short
1c2tj,r2qr1k1/4ppbp/1p4p1/pQ1P4/4PP2/B6P/6P1/1R3RK1 w - - 0 26,b5b6 d8b6 b1b6 g7d4 g1h1 d4b6,1181,attraction crushing fork long middlegame
1c3WU,r1bqkbnr/ppp2ppp/4p3/1P6/1nPN4/1Q1pP3/P2P1PPP/RNB1KB1R b KQkq - 2 7,d8d4 e3d4 b4c2 e1d1,1853,crushing hangingPiece opening short
1c4yw,8/8/4p3/4Ppp1/1K1P4/5P1k/8/8 w - - 0 55,b4c5 g5g4 f3g4 f5g4 d4d5 g4g3 d5d6 g3g2 d6d7 g2g1q,1916,advancedPawn crushing endgame pawnEndgame promotion veryLong
1c85e,2r1k2r/pp3p2/3Qp1p1/3pP1P1/7p/1P2q2P/P3n1BK/R4R2 b k - 1 23,e2g3 f1f7 e8f7 d6d7,1796,attackingF2F7 attraction crushing middlegame sacrifice short
1c9PD,rnb2rk1/pp1p1p2/1q3n1p/2bpB1p1/4P3/2N4P/PPP2PP1/R2QKBNR w KQ - 1 10,e5f6 c5f2 e1d2 b6e3,1122,attackingF2F7 mate mateIn2 middlegame short
1cHCC,2k2r2/1p4Q1/3qp3/pbp1N3/1b1PBPP1/3KP3/6P1/1R6 w - - 1 29,e5c4 b5c4 d3c4 d6a6 c4b3 a5a4 b3a2 a6c4 a2a1 b4c3 b1b2 c3b2,2243,advantage attraction middlegame veryLong
1cHnb,2r4k/5Rpp/p3p3/4P1Q1/1P1q3B/P2bp2P/6P1/7K b - - 0 27,c8g8 g5g7 g8g7 f7f8 g7g8 h4f6,1541,endgame long mate mateIn3 sacrifice
1cM3v,3r1rk1/2R2p1p/6p1/pp1qPP2/6P1/Q7/1PP4P/2K1R3 w - - 3 26,a3a5 d8a8 c7a7 a8a7 a5a7 f8a8 a7a8 d5a8,1689,advantage clearance endgame veryLong
1cRUx,r4rk1/p1p3p1/2p1pb1p/3p4/3P1qP1/3Q1P1R/PPP1N1K1/R7 b - - 1 23,f4g5 h3h5 g5h5 g4h5,1526,advantage middlegame short trappedPiece
1ceUh,4R3/R4ppk/7p/8/3B4/2P4P/1p3PPK/2q5 w - - 0 37,e8b8 c1f4 g2g3 f4b8,1382,crushing endgame fork short
1cmj3,rn6/p2b3p/5k2/8/1p1N4/N1p5/P1K2r1P/B2RR3 w - - 0 23,e1e2 f2e2 d4e2 d7a4 c2c1 a4d1,1965,crushing exposedKing long middlegame skewer
1cpa9,r6k/pR6/4P2p/8/2pb4/5Pr1/P1B5/4R2K b - - 0 34,a8g8 b7h7,1274,endgame mate mateIn1 oneMove operaMate
1cwOu,7k/2Q3Rp/6pP/3p4/p1pPp3/P3P3/1rKBq3/5r2 w - - 0 44,c2b2 e2d2,772,endgame hangingPiece mate mateIn1 oneMove
1cx4F,8/1pR4p/3p2pk/3P1p2/1P2nP2/P6P/3Q1PBK/q3r3 w - - 4 32,g2e4 f5e4 d2e1 a1e1,2099,advantage endgame master masterVsMaster short
1d6AG,rn2kbnr/pQp2ppp/4b3/4P3/2q5/8/PP2PPPP/RNB1KBNR w KQkq - 0 6,b7a8 c4c1,1583,hangingPiece mate mateIn1 oneMove opening
1d7r9,1r2kb1r/2p2ppp/p2p2b1/2p1p3/4N1Pq/1P1PB2P/P1P2PK1/R2Q1R2 b k - 1 14,f7f5 e3g5 h4h3 g2h3,1490,advantage middlegame short trappedPiece
1dDo6,4rk2/p1p1nppQ/2pp1r2/6qp/B7/2P5/PP3PPP/3RR1K1 b - - 9 22,g5f4 h7h8 e7g8 e1e8 f8e8 h8g8,1441,advantage attraction long middlegame pin
1dVop,8/pr3pk1/7p/2p3p1/2P1R3/P7/5PPP/6K1 w - - 0 28,e4e5 b7b1 e5e1 b1e1,435,backRankMate endgame mate mateIn2 rookEndgame short
1dZ8x,5qr1/1p1k1p1Q/p3p3/3pPp2/1P1n1P2/P7/5RPP/2R3K1 w - - 5 29,g2g3 g8h8 h7h8 f8h8,1524,advantage endgame short trappedPiece
1dmdC,5rk1/p6p/5qp1/4b3/3p4/1Q3PNP/PP3K2/6R1 b - - 2 33,g8g7 g3h5 g7h8 h5f6,1283,crushing endgame pin short
1drOv,r3kb1r/1bp2ppp/2n1pq2/1BPpN3/1B1Qn3/4P3/P4PPP/RN2K2R b KQkq - 6 12,f8c5 b4c5 f6f2 e1d1 a8a2 a1a2,2168,advantage long middlegame pin
1e2iA,2br2k1/p2qb2r/2p1p1pN/2p1B3/2P5/P2P1Q2/1P4PP/R4RK1 b - - 0 27,h7h6 f3f7,987,mate mateIn1 middlegame oneMove
1e3de,r1q5/p1p3rk/2Pp2n1/BP2p2p/2Q1P3/4bN2/P5R1/6RK w - - 8 35,g2g6 c8h3 f3h2 e3g1 g6g7 h7g7,2106,crushing fork long master middlegame
1e4GY,4r1k1/1p4pp/p3q3/8/3P2P1/3nBQ2/PP5P/4R1K1 w - - 5 27,d4d5 d3e1 d5e6 e1f3,1121,crushing endgame hangingPiece short
1e8H4,4Q3/ppBn1ppk/7p/2pq4/6P1/5n1P/P4PN1/4RK2 w - - 2 31,e8e4 d5e4 e1e4 f3d2 f1e2 d2e4,961,advantage attraction fork long middlegame
1e9kX,5rk1/5p1p/p1RN1np1/5q2/7Q/8/PP2p1PP/4RrK1 w - - 2 29,e1f1 e2f1q,681,advancedPawn mate mateIn1 middlegame oneMove promotion
1eAlC,3r4/ppb2ppk/5nbN/8/1P4P1/P1Q4P/1B3PBq/4RK2 b - - 0 26,g7h6 c3f6 g6d3 e1e2 d3e2 f1e2,1468,crushing hangingPiece long middlegame
1eDyk,r3r1k1/1b3pbp/pq3np1/4p3/8/1P1B1N2/PB2QPPP/2R1R1K1 w - - 0 18,b2e5 f6d7 e5g3 e8e2,2620,advantage middlegame short
1eKkM,r5k1/pp3P1p/8/3R4/2p2R2/6Pb/PP2r2P/6K1 b - - 0 22,g8g7 d5g5 g7f8 g5g8 f8e7 g8a8 e2e1 g1f2,1538,crushing endgame skewer veryLong
1eS4k,r4r2/ppp3pk/4p2p/8/3qP1n1/3PQ3/PPP3PP/R1B2R1K w - - 2 18,e3d4 f8f1 d4g1 g4f2,1326,hangingPiece kingsideAttack mate mateIn2 middlegame pin short smotheredMate
1eXHW,r1b1kbnr/ppp2ppp/3p2q1/4n1BP/2B1P3/1Q3N2/PP3PP1/RN2K2R b KQkq - 0 10,e5f3 b3f3 g6g5 f3f7 e8d8 f7f8,1771,attackingF2F7 crushing deflection long opening
1ecCA,6k1/pp4b1/2p1n3/4P2q/2P1Br2/6Q1/PP3P2/3RR1K1 w - - 2 32,g3g2 f4g4 g1f1 g4g2,1077,advantage middlegame pin short
1en7o,2k2rr1/p2q4/1pp4p/3p1P1B/3P4/Q1P1P1R1/P4P2/2K5 b - - 2 29,g8g3 a3f8 d7d8 f8d8 c8d8 f2g3,1621,crushing endgame exposedKing hangingPiece long master
1epjC,7k/4rPpp/8/3p4/1p6/7P/P5K1/4R3 b - - 0 42,e7f7 e1e8 f7f8 e8f8,597,backRankMate endgame mate mateIn2 rookEndgame short
1f5r3,6rk/pp1r1qp1/2p1p1Rp/4Qp2/3P4/P1P3RP/1P3PP1/6K1 b - - 7 37,d7e7 g6h6,1285,endgame kingsideAttack mate mateIn1 oneMove pin
1fAcY,8/Pq4pk/3p3p/5p2/4nP2/4B1P1/2Q3KP/8 w - - 2 44,c2d3 e4c5 g2f2 c5d3,1129,crushing discoveredAttack discoveredCheck endgame short
1fCe7,6k1/1Q3pp1/4p2p/1P6/5q2/r4P1P/5PK1/5R2 b - - 0 33,a3b3 b7c8 g8h7 c8c2 b3d3 c2d3,1275,crushing endgame fork long
1fLFc,r1b1kr2/pp1n3p/2p5/4p1R1/4P3/3B4/P1PQ2PP/5q1K w q - 0 20,d3f1 f8f1,472,backRankMate master mate mateIn1 middlegame oneMove
1fPhX,k6r/P1rq2pp/RQ1P1p2/2p1b3/3p2P1/7P/1PP2PK1/7R b - - 0 27,c7a7 h1a1 d7b7 b6b7 a8b7 a6a7,2055,advantage attraction exposedKing long middlegame pin queensideAttack quietMove
1fRaP,2B5/2r2p2/P5p1/2pkP2p/1pR2P1P/8/1K4P1/8 b - - 0 31,d5c4 c8b7 c4b5 a6a7 c7b7 a7a8q,1574,advancedPawn crushing endgame long promotion quietMove
1fZJG,8/5R1p/R5p1/5pkn/8/5P1K/5r2/8 w - - 9 45,f7h7 h5f4 h3g3 f2g2,1345,endgame mate mateIn2 short
1fi9k,2r5/1P1k3p/6p1/P7/1rN5/6P1/5PP1/4R1K1 b - - 0 36,b4b7 c4b6 b7b6 a5b6,1581,advantage endgame fork master short
1fnEs,r4rk1/5ppp/Npn1p1n1/3p4/1q1P4/3Q1N1P/PPP2PP1/R4RK1 b - - 0 17,b4b2 f1b1 b2a1 b1a1,1495,advantage middlegame short trappedPiece
1g0ut,8/8/8/5K1p/P7/6p1/3N1k2/8 w - - 0 57,a4a5 g3g2 a5a6 g2g1q,818,advancedPawn crushing endgame knightEndgame promotion short
1g2TF,8/8/8/8/8/kp4R1/p2n4/K7 w - - 4 71,g3b3 d2b3,1177,endgame hangingPiece master mate mateIn1 oneMove
1gB2s,r5r1/4kp1p/p1p2p2/4pP2/8/2P1bP2/P5PP/1R1R3K b - - 2 23,a8d8 b1b7 e7e8 d1d8 e8d8 b7b8 d8d7 b8g8,1428,advantage attraction endgame skewer veryLong
1gC8X,3r2k1/p2q1pp1/1p3n1p/3p1b2/1PrQ1N2/P3PP2/1B1R2PP/5RK1 w - - 6 22,d4e5 d8e8 f4d5 e8e5 d5f6 g7f6 d2d7 f5d7,1588,crushing middlegame trappedPiece veryLong
1gLwc,8/8/B2R2pp/1b2rpk1/8/1P3PK1/7P/8 b - - 0 41,b5a6 f3f4 g5h5 f4e5,1264,crushing endgame fork short
1gOy9,3rR3/Q2P1ppk/5q1p/8/8/p7/5PPP/r2R2K1 w - - 7 39,a7a4 a1d1 a4d1 d8d7,2437,crushing endgame short
1gQz3,5k2/5p2/6p1/N1PPb3/8/1p6/P7/4K3 w - - 0 46,a2b3 e5c3 e1f2 c3a5,976,crushing endgame fork short
1gXC0,8/8/pK6/4kp2/PP6/8/8/8 w - - 0 50,b6a6 f5f4 a6a7 f4f3 b4b5 f3f2 b5b6 f2f1q,702,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong
1gc2J,5rk1/p1P3p1/1p2R1p1/8/4b3/8/Pq4PP/3Q2K1 w - - 0 28,e6e4 b2f2 g1h1 f2f1 d1f1 f8f1,922,backRankMate endgame long mate mateIn3
1gsHn,7Q/1p6/4K3/2kq4/8/8/P7/8 w - - 1 46,e6f6 d5d4 f6f5 d4h8,1052,crushing endgame queenEndgame short skewer
1hCQ8,8/4P1p1/p6p/5p1P/5P2/2k3P1/4KP2/r7 b - - 0 57,a1a2 e2f3 a6a5 e7e8q,1520,advancedPawn crushing defensiveMove endgame master promotion rookEndgame short
1hJ8N,8/5q2/6bk/3p3p/1ppP2p1/2P1Q2N/1P4P1/6K1 b - - 1 41,h6h7 h3g5 h7g7 g5f7,890,crushing endgame fork short
1hSJz,r1b2rk1/p2nqpp1/1pp1p2p/8/3PNP2/P2QP3/1PB3PP/R4RK1 b - - 1 18,d7f6 e4f6 e7f6 d3h7,879,clearance kingsideAttack mate mateIn2 middlegame short
1hTN4,r1bqk1nr/1p1p1pbp/2n1p1p1/p1p3N1/P3P3/3P1Q2/1PP2PPP/RNB1KB1R b KQkq - 2 7,c6d4 f3f7,416,attackingF2F7 mate mateIn1 middlegame oneMove
1hWEh,7Q/8/3r1k1p/1p6/2p5/4qBKP/6P1/8 b - - 1 43,f6e6 h8e8 e6f5 e8e3,1094,crushing endgame short skewer
